# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: rhodium
# tube voltage: 29 kV
# anode angle: 18°
# inherent filtration: 0.15 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 1.71598e-01
4.500e+00 	 1.42756e-01
4.750e+00 	 2.07307e-01
5.000e+00 	 2.54418e-01
5.250e+00 	 3.46484e-01
5.500e+00 	 5.50425e-01
5.750e+00 	 7.83239e-01
6.000e+00 	 1.11332e+00
6.250e+00 	 1.51147e+00
6.500e+00 	 1.90085e+00
6.750e+00 	 2.33289e+00
7.000e+00 	 2.80748e+00
7.250e+00 	 3.32401e+00
7.500e+00 	 3.73619e+00
7.750e+00 	 4.32612e+00
8.000e+00 	 4.91225e+00
8.250e+00 	 5.26679e+00
8.500e+00 	 5.48365e+00
8.750e+00 	 5.86258e+00
9.000e+00 	 6.24841e+00
9.250e+00 	 6.49628e+00
9.500e+00 	 6.73441e+00
9.750e+00 	 6.92148e+00
1.000e+01 	 7.38708e+00
1.025e+01 	 7.45329e+00
1.050e+01 	 6.64580e+00
1.075e+01 	 7.25928e+00
1.100e+01 	 7.15357e+00
1.125e+01 	 8.13747e+00
1.150e+01 	 7.74163e+00
1.175e+01 	 7.66549e+00
1.200e+01 	 7.62984e+00
1.225e+01 	 7.31371e+00
1.250e+01 	 7.29995e+00
1.275e+01 	 7.32344e+00
1.300e+01 	 7.04789e+00
1.325e+01 	 6.94349e+00
1.350e+01 	 6.79038e+00
1.375e+01 	 6.63109e+00
1.400e+01 	 6.57577e+00
1.425e+01 	 6.33150e+00
1.450e+01 	 6.27170e+00
1.475e+01 	 6.13970e+00
1.500e+01 	 5.91861e+00
1.525e+01 	 5.86703e+00
1.550e+01 	 5.62508e+00
1.575e+01 	 5.63442e+00
1.600e+01 	 5.36483e+00
1.625e+01 	 5.33037e+00
1.650e+01 	 5.15209e+00
1.675e+01 	 4.98162e+00
1.700e+01 	 4.89595e+00
1.725e+01 	 4.78054e+00
1.750e+01 	 4.66526e+00
1.775e+01 	 4.52175e+00
1.800e+01 	 4.38290e+00
1.825e+01 	 4.29540e+00
1.850e+01 	 4.07903e+00
1.875e+01 	 4.09424e+00
1.900e+01 	 3.91959e+00
1.925e+01 	 3.81686e+00
1.950e+01 	 3.83921e+00
1.975e+01 	 3.66441e+00
2.000e+01 	 1.27763e+01
2.025e+01 	 1.69543e+01
2.050e+01 	 4.55381e+00
2.075e+01 	 3.04314e+00
2.100e+01 	 3.07304e+00
2.125e+01 	 2.90118e+00
2.150e+01 	 2.87491e+00
2.175e+01 	 2.66025e+00
2.200e+01 	 2.73006e+00
2.225e+01 	 2.37751e+00
2.250e+01 	 3.66114e+00
2.275e+01 	 5.20760e+00
2.300e+01 	 2.94163e+00
2.325e+01 	 2.44124e+00
2.350e+01 	 1.92203e+00
2.375e+01 	 1.80940e+00
2.400e+01 	 1.75538e+00
2.425e+01 	 1.65086e+00
2.450e+01 	 1.61256e+00
2.475e+01 	 1.48552e+00
2.500e+01 	 1.45206e+00
2.525e+01 	 1.37238e+00
2.550e+01 	 1.27119e+00
2.575e+01 	 1.20585e+00
2.600e+01 	 1.13396e+00
2.625e+01 	 1.03543e+00
2.650e+01 	 9.74535e-01
2.675e+01 	 8.95371e-01
2.700e+01 	 7.83343e-01
2.725e+01 	 7.46806e-01
2.750e+01 	 6.31920e-01
2.775e+01 	 5.67749e-01
2.800e+01 	 4.61011e-01
2.825e+01 	 4.10645e-01
2.850e+01 	 2.81041e-01
2.875e+01 	 1.95193e-01
2.900e+01 	 6.98634e-02
2.925e+01 	 1.32595e-02
2.950e+01 	 6.77056e-03
2.975e+01 	 7.44390e-03
3.000e+01 	 7.80708e-03
3.025e+01 	 7.27329e-03
3.050e+01 	 8.56655e-03
3.075e+01 	 5.48806e-03
3.100e+01 	 6.50967e-03
3.125e+01 	 7.37098e-03
3.150e+01 	 3.72159e-03
