# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: rhodium
# tube voltage: 45 kV
# anode angle: 18°
# inherent filtration: 0.15 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 5.06710e-03
4.500e+00 	 3.88087e-02
4.750e+00 	 4.03585e-02
5.000e+00 	 7.05632e-02
5.250e+00 	 1.14113e-01
5.500e+00 	 1.91864e-01
5.750e+00 	 2.62415e-01
6.000e+00 	 4.08097e-01
6.250e+00 	 5.83251e-01
6.500e+00 	 7.45706e-01
6.750e+00 	 9.93295e-01
7.000e+00 	 1.19109e+00
7.250e+00 	 1.47565e+00
7.500e+00 	 1.66469e+00
7.750e+00 	 1.99378e+00
8.000e+00 	 2.32334e+00
8.250e+00 	 2.53641e+00
8.500e+00 	 2.65838e+00
8.750e+00 	 2.96546e+00
9.000e+00 	 3.27275e+00
9.250e+00 	 3.61592e+00
9.500e+00 	 3.57945e+00
9.750e+00 	 3.68754e+00
1.000e+01 	 4.53554e+00
1.025e+01 	 5.18728e+00
1.050e+01 	 2.61366e+00
1.075e+01 	 3.79369e+00
1.100e+01 	 4.14338e+00
1.125e+01 	 4.74466e+00
1.150e+01 	 4.51914e+00
1.175e+01 	 4.66488e+00
1.200e+01 	 4.50299e+00
1.225e+01 	 4.52576e+00
1.250e+01 	 4.45071e+00
1.275e+01 	 4.88078e+00
1.300e+01 	 4.27693e+00
1.325e+01 	 4.25714e+00
1.350e+01 	 4.32823e+00
1.375e+01 	 4.36540e+00
1.400e+01 	 4.24413e+00
1.425e+01 	 4.18653e+00
1.450e+01 	 4.17631e+00
1.475e+01 	 4.11699e+00
1.500e+01 	 4.04253e+00
1.525e+01 	 4.05650e+00
1.550e+01 	 3.94050e+00
1.575e+01 	 3.93704e+00
1.600e+01 	 3.80241e+00
1.625e+01 	 3.82641e+00
1.650e+01 	 3.68823e+00
1.675e+01 	 3.65494e+00
1.700e+01 	 3.59481e+00
1.725e+01 	 3.58074e+00
1.750e+01 	 3.51570e+00
1.775e+01 	 3.47352e+00
1.800e+01 	 3.40806e+00
1.825e+01 	 3.36070e+00
1.850e+01 	 3.34948e+00
1.875e+01 	 3.24999e+00
1.900e+01 	 3.31796e+00
1.925e+01 	 3.13570e+00
1.950e+01 	 3.46249e+00
1.975e+01 	 3.51767e+00
2.000e+01 	 3.19926e+01
2.025e+01 	 4.55461e+01
2.050e+01 	 7.24909e+00
2.075e+01 	 2.52740e+00
2.100e+01 	 2.87733e+00
2.125e+01 	 2.67499e+00
2.150e+01 	 2.69155e+00
2.175e+01 	 2.58178e+00
2.200e+01 	 2.82164e+00
2.225e+01 	 2.11969e+00
2.250e+01 	 6.32837e+00
2.275e+01 	 1.15881e+01
2.300e+01 	 4.57183e+00
2.325e+01 	 3.46350e+00
2.350e+01 	 1.87342e+00
2.375e+01 	 1.87187e+00
2.400e+01 	 1.80913e+00
2.425e+01 	 1.84034e+00
2.450e+01 	 1.75558e+00
2.475e+01 	 1.75282e+00
2.500e+01 	 1.73709e+00
2.525e+01 	 1.69237e+00
2.550e+01 	 1.68472e+00
2.575e+01 	 1.64611e+00
2.600e+01 	 1.64979e+00
2.625e+01 	 1.59667e+00
2.650e+01 	 1.54582e+00
2.675e+01 	 1.59443e+00
2.700e+01 	 1.49340e+00
2.725e+01 	 1.52937e+00
