# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: rhodium
# tube voltage: 33 kV
# anode angle: 18°
# inherent filtration: 0.15 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 1.24748e-01
4.500e+00 	 1.26513e-01
4.750e+00 	 1.20421e-01
5.000e+00 	 2.04392e-01
5.250e+00 	 2.39544e-01
5.500e+00 	 4.04000e-01
5.750e+00 	 5.12244e-01
6.000e+00 	 8.91765e-01
6.250e+00 	 1.09855e+00
6.500e+00 	 1.45566e+00
6.750e+00 	 1.82092e+00
7.000e+00 	 2.16940e+00
7.250e+00 	 2.62406e+00
7.500e+00 	 3.00542e+00
7.750e+00 	 3.42916e+00
8.000e+00 	 3.94883e+00
8.250e+00 	 4.21973e+00
8.500e+00 	 4.45185e+00
8.750e+00 	 4.77906e+00
9.000e+00 	 5.14891e+00
9.250e+00 	 5.38852e+00
9.500e+00 	 5.54770e+00
9.750e+00 	 5.63117e+00
1.000e+01 	 6.35302e+00
1.025e+01 	 6.55991e+00
1.050e+01 	 5.23600e+00
1.075e+01 	 5.87658e+00
1.100e+01 	 6.13245e+00
1.125e+01 	 6.84198e+00
1.150e+01 	 6.65258e+00
1.175e+01 	 6.54521e+00
1.200e+01 	 6.49724e+00
1.225e+01 	 6.24780e+00
1.250e+01 	 6.34029e+00
1.275e+01 	 6.41901e+00
1.300e+01 	 6.11589e+00
1.325e+01 	 5.98456e+00
1.350e+01 	 5.97172e+00
1.375e+01 	 5.79059e+00
1.400e+01 	 5.79599e+00
1.425e+01 	 5.60431e+00
1.450e+01 	 5.55587e+00
1.475e+01 	 5.40995e+00
1.500e+01 	 5.37405e+00
1.525e+01 	 5.22736e+00
1.550e+01 	 5.13896e+00
1.575e+01 	 5.01482e+00
1.600e+01 	 4.89096e+00
1.625e+01 	 4.85532e+00
1.650e+01 	 4.62437e+00
1.675e+01 	 4.62368e+00
1.700e+01 	 4.51156e+00
1.725e+01 	 4.38014e+00
1.750e+01 	 4.35291e+00
1.775e+01 	 4.20708e+00
1.800e+01 	 4.10065e+00
1.825e+01 	 3.98984e+00
1.850e+01 	 3.94801e+00
1.875e+01 	 3.81202e+00
1.900e+01 	 3.82007e+00
1.925e+01 	 3.67141e+00
1.950e+01 	 3.82775e+00
1.975e+01 	 3.70643e+00
2.000e+01 	 1.88219e+01
2.025e+01 	 2.70736e+01
2.050e+01 	 5.91891e+00
2.075e+01 	 2.94730e+00
2.100e+01 	 3.13179e+00
2.125e+01 	 2.93826e+00
2.150e+01 	 2.89029e+00
2.175e+01 	 2.80251e+00
2.200e+01 	 2.84323e+00
2.225e+01 	 2.47590e+00
2.250e+01 	 4.56208e+00
2.275e+01 	 7.53238e+00
2.300e+01 	 3.68698e+00
2.325e+01 	 3.00606e+00
2.350e+01 	 2.05271e+00
2.375e+01 	 2.01172e+00
2.400e+01 	 1.91934e+00
2.425e+01 	 1.92679e+00
2.450e+01 	 1.83183e+00
2.475e+01 	 1.82680e+00
2.500e+01 	 1.72608e+00
2.525e+01 	 1.71201e+00
2.550e+01 	 1.64379e+00
2.575e+01 	 1.60834e+00
2.600e+01 	 1.53546e+00
2.625e+01 	 1.48903e+00
2.650e+01 	 1.41872e+00
2.675e+01 	 1.36864e+00
2.700e+01 	 1.35687e+00
2.725e+01 	 1.24872e+00
2.750e+01 	 1.22627e+00
2.775e+01 	 1.19752e+00
2.800e+01 	 1.12665e+00
2.825e+01 	 1.09315e+00
2.850e+01 	 1.01156e+00
2.875e+01 	 9.94506e-01
2.900e+01 	 9.08615e-01
2.925e+01 	 8.91913e-01
2.950e+01 	 8.22592e-01
2.975e+01 	 7.78476e-01
3.000e+01 	 7.30817e-01
3.025e+01 	 6.76946e-01
3.050e+01 	 6.18181e-01
3.075e+01 	 5.64375e-01
3.100e+01 	 5.30448e-01
3.125e+01 	 4.55183e-01
3.150e+01 	 4.21395e-01
3.175e+01 	 3.46193e-01
3.200e+01 	 2.97117e-01
3.225e+01 	 2.43819e-01
3.250e+01 	 1.96296e-01
3.275e+01 	 1.15586e-01
3.300e+01 	 4.88645e-02
3.325e+01 	 7.81304e-03
3.350e+01 	 5.92253e-03
3.375e+01 	 2.75059e-03
3.400e+01 	 4.36618e-03
3.425e+01 	 4.26273e-03
3.450e+01 	 4.62407e-03
3.475e+01 	 3.03104e-03
3.500e+01 	 5.05155e-03
3.525e+01 	 2.81553e-03
3.550e+01 	 3.84302e-03
