# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: tungsten
# tube voltage: 40 kV
# anode angle: 30°
# inherent filtration: 4 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 8.65771e-02
4.500e+00 	 9.50251e-02
4.750e+00 	 6.29425e-02
5.000e+00 	 9.00653e-02
5.250e+00 	 7.97439e-02
5.500e+00 	 1.11461e-01
5.750e+00 	 1.29416e-01
6.000e+00 	 2.19322e-01
6.250e+00 	 3.16159e-01
6.500e+00 	 4.54646e-01
6.750e+00 	 5.46871e-01
7.000e+00 	 7.09903e-01
7.250e+00 	 1.03932e+00
7.500e+00 	 1.22670e+00
7.750e+00 	 1.70316e+00
8.000e+00 	 2.70815e+00
8.250e+00 	 1.46321e+01
8.500e+00 	 1.62043e+01
8.750e+00 	 2.73695e+00
9.000e+00 	 3.35531e+00
9.250e+00 	 3.31738e+00
9.500e+00 	 1.53106e+01
9.750e+00 	 2.46962e+01
1.000e+01 	 1.37309e+01
1.025e+01 	 4.76895e+00
1.050e+01 	 2.74525e+00
1.075e+01 	 3.15849e+00
1.100e+01 	 3.93677e+00
1.125e+01 	 8.02763e+00
1.150e+01 	 6.48350e+00
1.175e+01 	 4.51499e+00
1.200e+01 	 3.74047e+00
1.225e+01 	 3.31397e+00
1.250e+01 	 3.32905e+00
1.275e+01 	 3.38660e+00
1.300e+01 	 3.51823e+00
1.325e+01 	 3.50301e+00
1.350e+01 	 3.61341e+00
1.375e+01 	 3.65739e+00
1.400e+01 	 3.67299e+00
1.425e+01 	 3.71252e+00
1.450e+01 	 3.73332e+00
1.475e+01 	 3.78836e+00
1.500e+01 	 3.80193e+00
1.525e+01 	 3.82110e+00
1.550e+01 	 3.81341e+00
1.575e+01 	 3.80794e+00
1.600e+01 	 3.84576e+00
1.625e+01 	 3.82353e+00
1.650e+01 	 3.80379e+00
1.675e+01 	 3.80247e+00
1.700e+01 	 3.79988e+00
1.725e+01 	 3.75181e+00
1.750e+01 	 3.76827e+00
1.775e+01 	 3.71067e+00
1.800e+01 	 3.71828e+00
1.825e+01 	 3.70352e+00
1.850e+01 	 3.65221e+00
1.875e+01 	 3.62480e+00
1.900e+01 	 3.60219e+00
1.925e+01 	 3.54045e+00
1.950e+01 	 3.55750e+00
1.975e+01 	 3.50166e+00
2.000e+01 	 3.46043e+00
2.025e+01 	 3.43754e+00
2.050e+01 	 3.36774e+00
2.075e+01 	 3.35983e+00
2.100e+01 	 3.28562e+00
2.125e+01 	 3.25919e+00
2.150e+01 	 3.24990e+00
2.175e+01 	 3.17839e+00
2.200e+01 	 3.19984e+00
2.225e+01 	 3.12700e+00
2.250e+01 	 3.08158e+00
2.275e+01 	 3.04489e+00
2.300e+01 	 2.97457e+00
2.325e+01 	 2.93327e+00
2.350e+01 	 2.92013e+00
2.375e+01 	 2.86764e+00
2.400e+01 	 2.82432e+00
2.425e+01 	 2.79167e+00
2.450e+01 	 2.73512e+00
2.475e+01 	 2.65435e+00
2.500e+01 	 2.64405e+00
2.525e+01 	 2.61140e+00
2.550e+01 	 2.51838e+00
2.575e+01 	 2.52269e+00
2.600e+01 	 2.44963e+00
2.625e+01 	 2.43406e+00
2.650e+01 	 2.36837e+00
2.675e+01 	 2.34605e+00
2.700e+01 	 2.24924e+00
2.725e+01 	 2.25872e+00
