# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: tungsten
# tube voltage: 24 kV
# anode angle: 30°
# inherent filtration: 4 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 2.21315e-01
4.500e+00 	 1.63269e-01
4.750e+00 	 1.89369e-01
5.000e+00 	 1.70597e-01
5.250e+00 	 1.59510e-01
5.500e+00 	 2.31497e-01
5.750e+00 	 2.75266e-01
6.000e+00 	 4.52544e-01
6.250e+00 	 6.69513e-01
6.500e+00 	 8.91413e-01
6.750e+00 	 1.12171e+00
7.000e+00 	 1.40660e+00
7.250e+00 	 1.92616e+00
7.500e+00 	 2.09601e+00
7.750e+00 	 2.69616e+00
8.000e+00 	 3.59729e+00
8.250e+00 	 2.08371e+01
8.500e+00 	 2.14079e+01
8.750e+00 	 4.15840e+00
9.000e+00 	 5.31632e+00
9.250e+00 	 4.87701e+00
9.500e+00 	 1.97360e+01
9.750e+00 	 3.01544e+01
1.000e+01 	 1.77850e+01
1.025e+01 	 7.23800e+00
1.050e+01 	 5.26250e+00
1.075e+01 	 5.71109e+00
1.100e+01 	 6.67289e+00
1.125e+01 	 1.21139e+01
1.150e+01 	 9.70550e+00
1.175e+01 	 7.48575e+00
1.200e+01 	 6.64026e+00
1.225e+01 	 6.10208e+00
1.250e+01 	 6.05776e+00
1.275e+01 	 6.15971e+00
1.300e+01 	 6.20910e+00
1.325e+01 	 6.19303e+00
1.350e+01 	 6.12473e+00
1.375e+01 	 6.11158e+00
1.400e+01 	 6.18973e+00
1.425e+01 	 6.06142e+00
1.450e+01 	 6.08134e+00
1.475e+01 	 6.00281e+00
1.500e+01 	 5.97488e+00
1.525e+01 	 5.79466e+00
1.550e+01 	 5.79612e+00
1.575e+01 	 5.67864e+00
1.600e+01 	 5.57597e+00
1.625e+01 	 5.52740e+00
1.650e+01 	 5.35009e+00
1.675e+01 	 5.31326e+00
1.700e+01 	 5.08320e+00
1.725e+01 	 5.07085e+00
1.750e+01 	 4.83467e+00
1.775e+01 	 4.80381e+00
1.800e+01 	 4.61410e+00
1.825e+01 	 4.48998e+00
1.850e+01 	 4.29617e+00
1.875e+01 	 4.20880e+00
1.900e+01 	 4.04013e+00
1.925e+01 	 3.88962e+00
1.950e+01 	 3.76192e+00
1.975e+01 	 3.59440e+00
2.000e+01 	 3.42587e+00
2.025e+01 	 3.25528e+00
2.050e+01 	 3.08489e+00
2.075e+01 	 2.94931e+00
2.100e+01 	 2.75260e+00
2.125e+01 	 2.59400e+00
2.150e+01 	 2.43522e+00
2.175e+01 	 2.20628e+00
2.200e+01 	 2.07315e+00
2.225e+01 	 1.87617e+00
2.250e+01 	 1.68867e+00
2.275e+01 	 1.45665e+00
2.300e+01 	 1.28055e+00
2.325e+01 	 9.91591e-01
2.350e+01 	 8.04830e-01
2.375e+01 	 4.83466e-01
2.400e+01 	 1.80390e-01
2.425e+01 	 6.06647e-03
2.450e+01 	 1.52604e-02
2.475e+01 	 1.15506e-02
2.500e+01 	 8.60408e-03
2.525e+01 	 1.24109e-02
2.550e+01 	 7.79507e-03
2.575e+01 	 1.15245e-02
2.600e+01 	 7.60858e-03
2.625e+01 	 9.52943e-03
2.650e+01 	 8.55043e-03
