# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: tungsten
# tube voltage: 46 kV
# anode angle: 30°
# inherent filtration: 4 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 8.49584e-02
4.500e+00 	 3.27905e-02
4.750e+00 	 7.96393e-02
5.000e+00 	 4.71249e-02
5.250e+00 	 7.17585e-02
5.500e+00 	 7.97190e-02
5.750e+00 	 1.26505e-01
6.000e+00 	 1.64227e-01
6.250e+00 	 2.84630e-01
6.500e+00 	 3.84647e-01
6.750e+00 	 4.66554e-01
7.000e+00 	 6.02177e-01
7.250e+00 	 9.08168e-01
7.500e+00 	 1.14223e+00
7.750e+00 	 1.71534e+00
8.000e+00 	 2.82790e+00
8.250e+00 	 1.25720e+01
8.500e+00 	 1.46324e+01
8.750e+00 	 2.89997e+00
9.000e+00 	 3.13323e+00
9.250e+00 	 3.52194e+00
9.500e+00 	 1.36856e+01
9.750e+00 	 2.24905e+01
1.000e+01 	 1.30533e+01
1.025e+01 	 4.56192e+00
1.050e+01 	 2.37538e+00
1.075e+01 	 2.76090e+00
1.100e+01 	 3.38983e+00
1.125e+01 	 7.04230e+00
1.150e+01 	 5.83147e+00
1.175e+01 	 3.97503e+00
1.200e+01 	 3.24335e+00
1.225e+01 	 2.85344e+00
1.250e+01 	 2.85076e+00
1.275e+01 	 2.92420e+00
1.300e+01 	 3.01773e+00
1.325e+01 	 3.04074e+00
1.350e+01 	 3.12531e+00
1.375e+01 	 3.14002e+00
1.400e+01 	 3.20661e+00
1.425e+01 	 3.23833e+00
1.450e+01 	 3.27452e+00
1.475e+01 	 3.33604e+00
1.500e+01 	 3.34735e+00
1.525e+01 	 3.37262e+00
1.550e+01 	 3.37181e+00
1.575e+01 	 3.41146e+00
1.600e+01 	 3.40902e+00
1.625e+01 	 3.41972e+00
1.650e+01 	 3.43935e+00
1.675e+01 	 3.43999e+00
1.700e+01 	 3.39859e+00
1.725e+01 	 3.41462e+00
1.750e+01 	 3.41200e+00
1.775e+01 	 3.40070e+00
1.800e+01 	 3.40180e+00
1.825e+01 	 3.34415e+00
1.850e+01 	 3.36317e+00
1.875e+01 	 3.33317e+00
1.900e+01 	 3.30758e+00
1.925e+01 	 3.30139e+00
1.950e+01 	 3.29316e+00
1.975e+01 	 3.25079e+00
2.000e+01 	 3.21431e+00
2.025e+01 	 3.20240e+00
2.050e+01 	 3.15810e+00
2.075e+01 	 3.17283e+00
2.100e+01 	 3.10324e+00
2.125e+01 	 3.10575e+00
2.150e+01 	 3.05783e+00
2.175e+01 	 3.04720e+00
2.200e+01 	 3.06218e+00
2.225e+01 	 3.02012e+00
2.250e+01 	 2.95475e+00
2.275e+01 	 2.91484e+00
2.300e+01 	 2.88890e+00
2.325e+01 	 2.84892e+00
2.350e+01 	 2.80407e+00
2.375e+01 	 2.79432e+00
2.400e+01 	 2.74182e+00
2.425e+01 	 2.74279e+00
2.450e+01 	 2.72932e+00
2.475e+01 	 2.65141e+00
2.500e+01 	 2.62765e+00
2.525e+01 	 2.60116e+00
2.550e+01 	 2.54406e+00
2.575e+01 	 2.52044e+00
2.600e+01 	 2.48251e+00
2.625e+01 	 2.45440e+00
2.650e+01 	 2.41607e+00
2.675e+01 	 2.38629e+00
2.700e+01 	 2.34105e+00
2.725e+01 	 2.31966e+00
