# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: tungsten
# tube voltage: 23 kV
# anode angle: 30°
# inherent filtration: 4 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 2.16638e-01
4.500e+00 	 1.97879e-01
4.750e+00 	 1.94062e-01
5.000e+00 	 1.55901e-01
5.250e+00 	 1.99701e-01
5.500e+00 	 2.16125e-01
5.750e+00 	 3.37251e-01
6.000e+00 	 4.31219e-01
6.250e+00 	 7.41360e-01
6.500e+00 	 9.33782e-01
6.750e+00 	 1.24394e+00
7.000e+00 	 1.45455e+00
7.250e+00 	 2.03483e+00
7.500e+00 	 2.26639e+00
7.750e+00 	 2.85253e+00
8.000e+00 	 3.74035e+00
8.250e+00 	 2.13527e+01
8.500e+00 	 2.19388e+01
8.750e+00 	 4.39331e+00
9.000e+00 	 5.64693e+00
9.250e+00 	 5.13844e+00
9.500e+00 	 2.00041e+01
9.750e+00 	 3.05061e+01
1.000e+01 	 1.83425e+01
1.025e+01 	 7.54403e+00
1.050e+01 	 5.57304e+00
1.075e+01 	 5.99456e+00
1.100e+01 	 7.09814e+00
1.125e+01 	 1.24463e+01
1.150e+01 	 1.00837e+01
1.175e+01 	 7.81801e+00
1.200e+01 	 6.94924e+00
1.225e+01 	 6.38917e+00
1.250e+01 	 6.41711e+00
1.275e+01 	 6.46061e+00
1.300e+01 	 6.53208e+00
1.325e+01 	 6.45943e+00
1.350e+01 	 6.46850e+00
1.375e+01 	 6.44434e+00
1.400e+01 	 6.45356e+00
1.425e+01 	 6.35542e+00
1.450e+01 	 6.24351e+00
1.475e+01 	 6.22304e+00
1.500e+01 	 6.16861e+00
1.525e+01 	 5.98328e+00
1.550e+01 	 5.99545e+00
1.575e+01 	 5.83623e+00
1.600e+01 	 5.68933e+00
1.625e+01 	 5.62228e+00
1.650e+01 	 5.48032e+00
1.675e+01 	 5.27097e+00
1.700e+01 	 5.23126e+00
1.725e+01 	 5.02478e+00
1.750e+01 	 4.91328e+00
1.775e+01 	 4.67756e+00
1.800e+01 	 4.62485e+00
1.825e+01 	 4.35342e+00
1.850e+01 	 4.25022e+00
1.875e+01 	 4.05797e+00
1.900e+01 	 3.92363e+00
1.925e+01 	 3.67687e+00
1.950e+01 	 3.54071e+00
1.975e+01 	 3.31057e+00
2.000e+01 	 3.17760e+00
2.025e+01 	 2.90585e+00
2.050e+01 	 2.79742e+00
2.075e+01 	 2.52888e+00
2.100e+01 	 2.34367e+00
2.125e+01 	 2.13259e+00
2.150e+01 	 1.90328e+00
2.175e+01 	 1.66813e+00
2.200e+01 	 1.47735e+00
2.225e+01 	 1.14251e+00
2.250e+01 	 9.36683e-01
2.275e+01 	 5.34692e-01
2.300e+01 	 2.16193e-01
2.325e+01 	 5.64080e-03
2.350e+01 	 1.93076e-02
2.375e+01 	 8.55574e-03
2.400e+01 	 1.40728e-02
2.425e+01 	 1.20632e-02
2.450e+01 	 1.08508e-02
2.475e+01 	 9.55609e-03
2.500e+01 	 1.14915e-02
2.525e+01 	 8.51204e-03
2.550e+01 	 1.04723e-02
