# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: tungsten
# tube voltage: 50 kV
# anode angle: 30°
# inherent filtration: 4 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 4.77434e-02
4.500e+00 	 5.10458e-02
4.750e+00 	 4.22295e-02
5.000e+00 	 5.98131e-02
5.250e+00 	 4.01482e-02
5.500e+00 	 7.59049e-02
5.750e+00 	 1.08694e-01
6.000e+00 	 1.43912e-01
6.250e+00 	 2.51163e-01
6.500e+00 	 3.38691e-01
6.750e+00 	 4.25660e-01
7.000e+00 	 5.56306e-01
7.250e+00 	 8.27878e-01
7.500e+00 	 1.09212e+00
7.750e+00 	 1.60168e+00
8.000e+00 	 2.68541e+00
8.250e+00 	 1.18961e+01
8.500e+00 	 1.40001e+01
8.750e+00 	 2.74681e+00
9.000e+00 	 2.97493e+00
9.250e+00 	 3.25219e+00
9.500e+00 	 1.31191e+01
9.750e+00 	 2.16425e+01
1.000e+01 	 1.26689e+01
1.025e+01 	 4.26110e+00
1.050e+01 	 2.18374e+00
1.075e+01 	 2.51663e+00
1.100e+01 	 3.13537e+00
1.125e+01 	 6.58479e+00
1.150e+01 	 5.43356e+00
1.175e+01 	 3.70203e+00
1.200e+01 	 2.98700e+00
1.225e+01 	 2.62953e+00
1.250e+01 	 2.55922e+00
1.275e+01 	 2.67907e+00
1.300e+01 	 2.74775e+00
1.325e+01 	 2.78616e+00
1.350e+01 	 2.83090e+00
1.375e+01 	 2.91705e+00
1.400e+01 	 2.94927e+00
1.425e+01 	 3.02201e+00
1.450e+01 	 3.04479e+00
1.475e+01 	 3.08325e+00
1.500e+01 	 3.10370e+00
1.525e+01 	 3.15380e+00
1.550e+01 	 3.14849e+00
1.575e+01 	 3.17894e+00
1.600e+01 	 3.20110e+00
1.625e+01 	 3.20077e+00
1.650e+01 	 3.22495e+00
1.675e+01 	 3.22758e+00
1.700e+01 	 3.18236e+00
1.725e+01 	 3.22545e+00
1.750e+01 	 3.21259e+00
1.775e+01 	 3.18583e+00
1.800e+01 	 3.21591e+00
1.825e+01 	 3.18142e+00
1.850e+01 	 3.16752e+00
1.875e+01 	 3.18948e+00
1.900e+01 	 3.10618e+00
1.925e+01 	 3.17407e+00
1.950e+01 	 3.12738e+00
1.975e+01 	 3.09064e+00
2.000e+01 	 3.08430e+00
2.025e+01 	 3.06460e+00
2.050e+01 	 3.04100e+00
2.075e+01 	 3.04095e+00
2.100e+01 	 2.98938e+00
2.125e+01 	 2.99889e+00
2.150e+01 	 2.95611e+00
2.175e+01 	 2.94528e+00
2.200e+01 	 2.96007e+00
2.225e+01 	 2.94106e+00
2.250e+01 	 2.86320e+00
2.275e+01 	 2.81068e+00
2.300e+01 	 2.79354e+00
2.325e+01 	 2.77736e+00
2.350e+01 	 2.74012e+00
2.375e+01 	 2.70598e+00
2.400e+01 	 2.69673e+00
2.425e+01 	 2.66489e+00
2.450e+01 	 2.62474e+00
2.475e+01 	 2.62987e+00
2.500e+01 	 2.56132e+00
2.525e+01 	 2.57592e+00
2.550e+01 	 2.51316e+00
2.575e+01 	 2.46780e+00
2.600e+01 	 2.46784e+00
2.625e+01 	 2.42040e+00
2.650e+01 	 2.38139e+00
2.675e+01 	 2.39923e+00
2.700e+01 	 2.31315e+00
2.725e+01 	 2.33154e+00
