# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: molybdenum
# tube voltage: 49 kV
# anode angle: 26°
# inherent filtration: 1 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 0.00000e+00
4.500e+00 	 0.00000e+00
4.750e+00 	 6.98907e-08
5.000e+00 	 3.24061e-02
5.250e+00 	 6.14566e-02
5.500e+00 	 1.08638e-01
5.750e+00 	 2.25337e-01
6.000e+00 	 3.23514e-01
6.250e+00 	 6.39174e-01
6.500e+00 	 1.30894e+00
6.750e+00 	 9.55659e-01
7.000e+00 	 8.35140e-01
7.250e+00 	 2.32248e+00
7.500e+00 	 3.79769e+00
7.750e+00 	 0.00000e+00
8.000e+00 	 4.58719e-01
8.250e+00 	 2.39610e+00
8.500e+00 	 2.09212e+00
8.750e+00 	 2.53753e+00
9.000e+00 	 2.54730e+00
9.250e+00 	 2.68097e+00
9.500e+00 	 3.15427e+00
9.750e+00 	 3.28649e+00
1.000e+01 	 2.77874e+00
1.025e+01 	 3.17325e+00
1.050e+01 	 3.25345e+00
1.075e+01 	 3.38620e+00
1.100e+01 	 3.39726e+00
1.125e+01 	 3.90872e+00
1.150e+01 	 3.74394e+00
1.175e+01 	 3.68413e+00
1.200e+01 	 3.78603e+00
1.225e+01 	 3.68051e+00
1.250e+01 	 3.68112e+00
1.275e+01 	 3.71932e+00
1.300e+01 	 3.66071e+00
1.325e+01 	 3.58512e+00
1.350e+01 	 3.63374e+00
1.375e+01 	 3.56192e+00
1.400e+01 	 3.54613e+00
1.425e+01 	 3.48887e+00
1.450e+01 	 3.48189e+00
1.475e+01 	 3.47080e+00
1.500e+01 	 3.36818e+00
1.525e+01 	 3.36682e+00
1.550e+01 	 3.29304e+00
1.575e+01 	 3.33311e+00
1.600e+01 	 3.23823e+00
1.625e+01 	 3.40821e+00
1.650e+01 	 2.95703e+00
1.675e+01 	 4.51528e+00
1.700e+01 	 1.06403e+00
1.725e+01 	 4.22557e+01
1.750e+01 	 7.15194e+01
1.775e+01 	 1.06657e+01
1.800e+01 	 2.14497e+00
1.825e+01 	 3.10067e+00
1.850e+01 	 2.71946e+00
1.875e+01 	 2.67481e+00
1.900e+01 	 2.99612e+00
1.925e+01 	 2.79507e+00
1.950e+01 	 1.44394e+01
1.975e+01 	 1.20296e+01
2.000e+01 	 3.69459e+00
2.025e+01 	 2.50317e+00
2.050e+01 	 1.78873e+00
2.075e+01 	 1.93205e+00
2.100e+01 	 1.87534e+00
2.125e+01 	 1.83420e+00
2.150e+01 	 1.87064e+00
2.175e+01 	 1.82308e+00
2.200e+01 	 1.88489e+00
2.225e+01 	 1.85595e+00
2.250e+01 	 1.74582e+00
2.275e+01 	 1.74739e+00
2.300e+01 	 1.71677e+00
2.325e+01 	 1.66789e+00
2.350e+01 	 1.67046e+00
2.375e+01 	 1.64996e+00
2.400e+01 	 1.65891e+00
2.425e+01 	 1.60174e+00
2.450e+01 	 1.57225e+00
2.475e+01 	 1.58927e+00
2.500e+01 	 1.53063e+00
2.525e+01 	 1.54604e+00
2.550e+01 	 1.44408e+00
2.575e+01 	 1.45975e+00
2.600e+01 	 1.45599e+00
2.625e+01 	 1.38284e+00
2.650e+01 	 1.38925e+00
2.675e+01 	 1.35801e+00
2.700e+01 	 1.34167e+00
2.725e+01 	 1.32547e+00
