# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: molybdenum
# tube voltage: 50 kV
# anode angle: 26°
# inherent filtration: 1 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 4.32519e-11
4.500e+00 	 1.51804e-09
4.750e+00 	 1.16706e-05
5.000e+00 	 1.39871e-02
5.250e+00 	 6.93670e-02
5.500e+00 	 1.09636e-01
5.750e+00 	 1.97948e-01
6.000e+00 	 2.65170e-01
6.250e+00 	 6.70146e-01
6.500e+00 	 1.24815e+00
6.750e+00 	 9.75838e-01
7.000e+00 	 7.45150e-01
7.250e+00 	 2.32235e+00
7.500e+00 	 3.72200e+00
7.750e+00 	 2.61985e-08
8.000e+00 	 3.86029e-01
8.250e+00 	 2.29201e+00
8.500e+00 	 2.03430e+00
8.750e+00 	 2.45501e+00
9.000e+00 	 2.47738e+00
9.250e+00 	 2.62373e+00
9.500e+00 	 3.10274e+00
9.750e+00 	 3.16106e+00
1.000e+01 	 2.76228e+00
1.025e+01 	 3.11809e+00
1.050e+01 	 3.13299e+00
1.075e+01 	 3.32284e+00
1.100e+01 	 3.35992e+00
1.125e+01 	 3.79549e+00
1.150e+01 	 3.65260e+00
1.175e+01 	 3.69871e+00
1.200e+01 	 3.66590e+00
1.225e+01 	 3.59800e+00
1.250e+01 	 3.67420e+00
1.275e+01 	 3.61976e+00
1.300e+01 	 3.58766e+00
1.325e+01 	 3.56232e+00
1.350e+01 	 3.50465e+00
1.375e+01 	 3.56185e+00
1.400e+01 	 3.42003e+00
1.425e+01 	 3.41823e+00
1.450e+01 	 3.43682e+00
1.475e+01 	 3.39223e+00
1.500e+01 	 3.26785e+00
1.525e+01 	 3.35601e+00
1.550e+01 	 3.23826e+00
1.575e+01 	 3.29728e+00
1.600e+01 	 3.12859e+00
1.625e+01 	 3.44489e+00
1.650e+01 	 2.87854e+00
1.675e+01 	 4.50206e+00
1.700e+01 	 1.03546e+00
1.725e+01 	 4.29313e+01
1.750e+01 	 7.20545e+01
1.775e+01 	 1.07528e+01
1.800e+01 	 2.11947e+00
1.825e+01 	 3.02311e+00
1.850e+01 	 2.70501e+00
1.875e+01 	 2.67483e+00
1.900e+01 	 2.94688e+00
1.925e+01 	 2.81453e+00
1.950e+01 	 1.45615e+01
1.975e+01 	 1.21056e+01
2.000e+01 	 3.71318e+00
2.025e+01 	 2.45521e+00
2.050e+01 	 1.77150e+00
2.075e+01 	 1.88607e+00
2.100e+01 	 1.85263e+00
2.125e+01 	 1.81674e+00
2.150e+01 	 1.87566e+00
2.175e+01 	 1.80013e+00
2.200e+01 	 1.85139e+00
2.225e+01 	 1.85274e+00
2.250e+01 	 1.72242e+00
2.275e+01 	 1.71222e+00
2.300e+01 	 1.71723e+00
2.325e+01 	 1.66995e+00
2.350e+01 	 1.64437e+00
2.375e+01 	 1.63682e+00
2.400e+01 	 1.63532e+00
2.425e+01 	 1.58162e+00
2.450e+01 	 1.56647e+00
2.475e+01 	 1.57303e+00
2.500e+01 	 1.53874e+00
2.525e+01 	 1.51609e+00
2.550e+01 	 1.46703e+00
2.575e+01 	 1.43795e+00
2.600e+01 	 1.42327e+00
2.625e+01 	 1.41027e+00
2.650e+01 	 1.37045e+00
2.675e+01 	 1.36723e+00
2.700e+01 	 1.36012e+00
2.725e+01 	 1.29482e+00
