# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: molybdenum
# tube voltage: 33 kV
# anode angle: 26°
# inherent filtration: 1 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 9.43909e-02
4.500e+00 	 8.07887e-02
4.750e+00 	 7.15314e-02
5.000e+00 	 1.51913e-01
5.250e+00 	 2.09059e-01
5.500e+00 	 3.15588e-01
5.750e+00 	 4.86514e-01
6.000e+00 	 7.48866e-01
6.250e+00 	 1.15189e+00
6.500e+00 	 1.76811e+00
6.750e+00 	 1.69725e+00
7.000e+00 	 1.94394e+00
7.250e+00 	 2.74829e+00
7.500e+00 	 4.67556e+00
7.750e+00 	 1.15881e+00
8.000e+00 	 2.77698e+00
8.250e+00 	 3.66551e+00
8.500e+00 	 3.91551e+00
8.750e+00 	 4.22729e+00
9.000e+00 	 4.45592e+00
9.250e+00 	 4.59996e+00
9.500e+00 	 4.99530e+00
9.750e+00 	 5.15346e+00
1.000e+01 	 4.99146e+00
1.025e+01 	 5.18158e+00
1.050e+01 	 5.23874e+00
1.075e+01 	 5.38889e+00
1.100e+01 	 5.31630e+00
1.125e+01 	 6.08826e+00
1.150e+01 	 5.68995e+00
1.175e+01 	 5.90776e+00
1.200e+01 	 5.62560e+00
1.225e+01 	 5.66418e+00
1.250e+01 	 5.49494e+00
1.275e+01 	 5.53004e+00
1.300e+01 	 5.48362e+00
1.325e+01 	 5.34301e+00
1.350e+01 	 5.32517e+00
1.375e+01 	 5.12477e+00
1.400e+01 	 5.16025e+00
1.425e+01 	 4.94261e+00
1.450e+01 	 4.94714e+00
1.475e+01 	 4.79495e+00
1.500e+01 	 4.73455e+00
1.525e+01 	 4.59964e+00
1.550e+01 	 4.59353e+00
1.575e+01 	 4.39590e+00
1.600e+01 	 4.40746e+00
1.625e+01 	 4.33053e+00
1.650e+01 	 4.21163e+00
1.675e+01 	 4.77205e+00
1.700e+01 	 3.36881e+00
1.725e+01 	 3.09312e+01
1.750e+01 	 5.12916e+01
1.775e+01 	 8.27645e+00
1.800e+01 	 3.22060e+00
1.825e+01 	 3.71404e+00
1.850e+01 	 3.37953e+00
1.875e+01 	 3.42818e+00
1.900e+01 	 3.36979e+00
1.925e+01 	 3.65222e+00
1.950e+01 	 1.12760e+01
1.975e+01 	 9.25498e+00
2.000e+01 	 3.82180e+00
2.025e+01 	 2.86408e+00
2.050e+01 	 2.45552e+00
2.075e+01 	 2.42628e+00
2.100e+01 	 2.38879e+00
2.125e+01 	 2.38971e+00
2.150e+01 	 2.28304e+00
2.175e+01 	 2.26840e+00
2.200e+01 	 2.17818e+00
2.225e+01 	 2.19119e+00
2.250e+01 	 2.06070e+00
2.275e+01 	 2.04258e+00
2.300e+01 	 1.96231e+00
2.325e+01 	 1.92228e+00
2.350e+01 	 1.84655e+00
2.375e+01 	 1.86564e+00
2.400e+01 	 1.75585e+00
2.425e+01 	 1.73673e+00
2.450e+01 	 1.62451e+00
2.475e+01 	 1.65762e+00
2.500e+01 	 1.53662e+00
2.525e+01 	 1.53891e+00
2.550e+01 	 1.46186e+00
2.575e+01 	 1.40859e+00
2.600e+01 	 1.37078e+00
2.625e+01 	 1.31915e+00
2.650e+01 	 1.27091e+00
2.675e+01 	 1.23195e+00
2.700e+01 	 1.19034e+00
2.725e+01 	 1.13219e+00
2.750e+01 	 1.08662e+00
2.775e+01 	 1.00723e+00
2.800e+01 	 1.00762e+00
2.825e+01 	 9.41866e-01
2.850e+01 	 9.03931e-01
2.875e+01 	 8.47992e-01
2.900e+01 	 8.04445e-01
2.925e+01 	 7.71831e-01
2.950e+01 	 7.04910e-01
2.975e+01 	 6.79965e-01
3.000e+01 	 6.20104e-01
3.025e+01 	 5.94241e-01
3.050e+01 	 5.39506e-01
3.075e+01 	 4.78099e-01
3.100e+01 	 4.67602e-01
3.125e+01 	 3.81453e-01
3.150e+01 	 3.73182e-01
3.175e+01 	 2.95138e-01
3.200e+01 	 2.52911e-01
3.225e+01 	 2.02013e-01
3.250e+01 	 1.41445e-01
3.275e+01 	 9.27007e-02
3.300e+01 	 3.22168e-02
3.325e+01 	 2.23508e-03
3.350e+01 	 4.15416e-03
3.375e+01 	 2.58965e-03
3.400e+01 	 3.25370e-03
3.425e+01 	 6.03836e-04
3.450e+01 	 5.58918e-03
3.475e+01 	 5.23795e-03
3.500e+01 	 2.79482e-03
3.525e+01 	 3.03237e-03
