# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: molybdenum
# tube voltage: 17 kV
# anode angle: 26°
# inherent filtration: 1 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 2.17846e-01
4.500e+00 	 2.40961e-01
4.750e+00 	 3.28722e-01
5.000e+00 	 4.60905e-01
5.250e+00 	 8.28271e-01
5.500e+00 	 1.24601e+00
5.750e+00 	 1.96922e+00
6.000e+00 	 2.76464e+00
6.250e+00 	 3.69793e+00
6.500e+00 	 4.63738e+00
6.750e+00 	 5.70523e+00
7.000e+00 	 6.64534e+00
7.250e+00 	 7.61095e+00
7.500e+00 	 8.48428e+00
7.750e+00 	 9.58618e+00
8.000e+00 	 1.05766e+01
8.250e+00 	 1.12440e+01
8.500e+00 	 1.17261e+01
8.750e+00 	 1.23567e+01
9.000e+00 	 1.26947e+01
9.250e+00 	 1.30478e+01
9.500e+00 	 1.32786e+01
9.750e+00 	 1.35415e+01
1.000e+01 	 1.35934e+01
1.025e+01 	 1.33946e+01
1.050e+01 	 1.30745e+01
1.075e+01 	 1.31951e+01
1.100e+01 	 1.28396e+01
1.125e+01 	 1.41181e+01
1.150e+01 	 1.32709e+01
1.175e+01 	 1.26223e+01
1.200e+01 	 1.22427e+01
1.225e+01 	 1.14296e+01
1.250e+01 	 1.11724e+01
1.275e+01 	 1.06725e+01
1.300e+01 	 1.02115e+01
1.325e+01 	 9.53708e+00
1.350e+01 	 9.03537e+00
1.375e+01 	 8.34943e+00
1.400e+01 	 7.98804e+00
1.425e+01 	 7.32662e+00
1.450e+01 	 6.80853e+00
1.475e+01 	 6.27615e+00
1.500e+01 	 5.61610e+00
1.525e+01 	 5.20984e+00
1.550e+01 	 4.43506e+00
1.575e+01 	 3.88557e+00
1.600e+01 	 3.29630e+00
1.625e+01 	 2.64793e+00
1.650e+01 	 2.01648e+00
1.675e+01 	 1.23124e+00
1.700e+01 	 4.50520e-01
1.725e+01 	 5.30031e-02
1.750e+01 	 7.16625e-02
1.775e+01 	 5.58136e-02
1.800e+01 	 6.11118e-02
1.825e+01 	 5.40225e-02
1.850e+01 	 5.30726e-02
1.875e+01 	 5.44087e-02
1.900e+01 	 4.96136e-02
1.925e+01 	 4.95324e-02
1.950e+01 	 4.77179e-02
1.975e+01 	 4.61596e-02
2.000e+01 	 4.69489e-02
2.025e+01 	 3.86730e-02
2.050e+01 	 4.23791e-02
2.075e+01 	 3.46675e-02
2.100e+01 	 3.72321e-02
2.125e+01 	 3.26767e-02
2.150e+01 	 3.46799e-02
2.175e+01 	 2.79515e-02
2.200e+01 	 2.93206e-02
2.225e+01 	 2.70223e-02
2.250e+01 	 2.26677e-02
2.275e+01 	 2.57313e-02
2.300e+01 	 2.09631e-02
2.325e+01 	 1.88354e-02
2.350e+01 	 1.67144e-02
2.375e+01 	 1.45949e-02
2.400e+01 	 1.58999e-02
2.425e+01 	 1.10746e-02
2.450e+01 	 1.24353e-02
2.475e+01 	 9.31645e-03
2.500e+01 	 9.52005e-03
2.525e+01 	 6.93231e-03
2.550e+01 	 8.14809e-03
2.575e+01 	 7.42702e-03
2.600e+01 	 5.59335e-03
2.625e+01 	 3.78245e-03
2.650e+01 	 5.63966e-03
