# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: molybdenum
# tube voltage: 42 kV
# anode angle: 26°
# inherent filtration: 1 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 1.60312e-03
4.500e+00 	 1.20850e-03
4.750e+00 	 1.28371e-02
5.000e+00 	 7.88554e-02
5.250e+00 	 8.99502e-02
5.500e+00 	 1.81247e-01
5.750e+00 	 2.93175e-01
6.000e+00 	 3.99844e-01
6.250e+00 	 8.04928e-01
6.500e+00 	 1.41076e+00
6.750e+00 	 1.15226e+00
7.000e+00 	 1.19466e+00
7.250e+00 	 2.31701e+00
7.500e+00 	 4.29500e+00
7.750e+00 	 9.46922e-04
8.000e+00 	 1.34055e+00
8.250e+00 	 2.69323e+00
8.500e+00 	 2.63749e+00
8.750e+00 	 3.01447e+00
9.000e+00 	 3.11994e+00
9.250e+00 	 3.23705e+00
9.500e+00 	 3.73217e+00
9.750e+00 	 3.82366e+00
1.000e+01 	 3.48159e+00
1.025e+01 	 3.79311e+00
1.050e+01 	 3.80781e+00
1.075e+01 	 4.01297e+00
1.100e+01 	 4.01809e+00
1.125e+01 	 4.57029e+00
1.150e+01 	 4.38592e+00
1.175e+01 	 4.39302e+00
1.200e+01 	 4.34345e+00
1.225e+01 	 4.32494e+00
1.250e+01 	 4.23069e+00
1.275e+01 	 4.31091e+00
1.300e+01 	 4.19465e+00
1.325e+01 	 4.15839e+00
1.350e+01 	 4.12997e+00
1.375e+01 	 4.08916e+00
1.400e+01 	 4.02874e+00
1.425e+01 	 4.01212e+00
1.450e+01 	 3.95450e+00
1.475e+01 	 3.82553e+00
1.500e+01 	 3.82354e+00
1.525e+01 	 3.77778e+00
1.550e+01 	 3.68249e+00
1.575e+01 	 3.70964e+00
1.600e+01 	 3.58606e+00
1.625e+01 	 3.75702e+00
1.650e+01 	 3.29812e+00
1.675e+01 	 4.64140e+00
1.700e+01 	 1.82333e+00
1.725e+01 	 3.91106e+01
1.750e+01 	 6.53023e+01
1.775e+01 	 9.64187e+00
1.800e+01 	 2.50074e+00
1.825e+01 	 3.35484e+00
1.850e+01 	 2.95508e+00
1.875e+01 	 2.96778e+00
1.900e+01 	 3.13432e+00
1.925e+01 	 3.11060e+00
1.950e+01 	 1.35654e+01
1.975e+01 	 1.12025e+01
2.000e+01 	 3.75846e+00
2.025e+01 	 2.62897e+00
2.050e+01 	 2.05899e+00
2.075e+01 	 2.14403e+00
2.100e+01 	 2.07833e+00
2.125e+01 	 2.07717e+00
2.150e+01 	 2.03187e+00
2.175e+01 	 2.03896e+00
2.200e+01 	 2.03827e+00
2.225e+01 	 2.01379e+00
2.250e+01 	 1.92092e+00
2.275e+01 	 1.88364e+00
2.300e+01 	 1.84743e+00
2.325e+01 	 1.82843e+00
2.350e+01 	 1.82141e+00
2.375e+01 	 1.74382e+00
2.400e+01 	 1.73755e+00
2.425e+01 	 1.72181e+00
2.450e+01 	 1.68357e+00
2.475e+01 	 1.63467e+00
2.500e+01 	 1.60611e+00
2.525e+01 	 1.60647e+00
2.550e+01 	 1.55935e+00
2.575e+01 	 1.49770e+00
2.600e+01 	 1.48556e+00
2.625e+01 	 1.46887e+00
2.650e+01 	 1.41538e+00
2.675e+01 	 1.42233e+00
2.700e+01 	 1.34985e+00
2.725e+01 	 1.37932e+00
