# 18.11.2020
# 
# unfiltered x-ray spectrum
# measured at: PTB, Braunschweig
# anode: molybdenum
# tube voltage: 28 kV
# anode angle: 26°
# inherent filtration: 1 mm Be
# measured in air at 100 cm distance from the focus
# bin width: 0.25 keV
# 
# energy 	 fluence
# (top of bin) 	 (normalised to total fluence and bin width)
# [keV] 	 [photons keV^-1 cm^-2]
2.500e-01 	 0.00000e+00
5.000e-01 	 0.00000e+00
7.500e-01 	 0.00000e+00
1.000e+00 	 0.00000e+00
1.250e+00 	 0.00000e+00
1.500e+00 	 0.00000e+00
1.750e+00 	 0.00000e+00
2.000e+00 	 0.00000e+00
2.250e+00 	 0.00000e+00
2.500e+00 	 0.00000e+00
2.750e+00 	 0.00000e+00
3.000e+00 	 0.00000e+00
3.250e+00 	 0.00000e+00
3.500e+00 	 0.00000e+00
3.750e+00 	 0.00000e+00
4.000e+00 	 0.00000e+00
4.250e+00 	 1.22162e-01
4.500e+00 	 1.63539e-01
4.750e+00 	 1.30317e-01
5.000e+00 	 2.55392e-01
5.250e+00 	 3.11322e-01
5.500e+00 	 4.87099e-01
5.750e+00 	 6.92852e-01
6.000e+00 	 9.90058e-01
6.250e+00 	 1.51094e+00
6.500e+00 	 2.07991e+00
6.750e+00 	 2.28028e+00
7.000e+00 	 2.56272e+00
7.250e+00 	 3.44954e+00
7.500e+00 	 5.00661e+00
7.750e+00 	 2.63907e+00
8.000e+00 	 4.02500e+00
8.250e+00 	 4.82912e+00
8.500e+00 	 5.14392e+00
8.750e+00 	 5.43220e+00
9.000e+00 	 5.70669e+00
9.250e+00 	 5.96779e+00
9.500e+00 	 6.30275e+00
9.750e+00 	 6.58815e+00
1.000e+01 	 6.39376e+00
1.025e+01 	 6.60787e+00
1.050e+01 	 6.57446e+00
1.075e+01 	 6.78219e+00
1.100e+01 	 6.67420e+00
1.125e+01 	 7.66844e+00
1.150e+01 	 7.19790e+00
1.175e+01 	 7.06432e+00
1.200e+01 	 7.09128e+00
1.225e+01 	 6.78721e+00
1.250e+01 	 6.87529e+00
1.275e+01 	 6.70104e+00
1.300e+01 	 6.58444e+00
1.325e+01 	 6.38133e+00
1.350e+01 	 6.37451e+00
1.375e+01 	 6.09766e+00
1.400e+01 	 6.07469e+00
1.425e+01 	 5.97177e+00
1.450e+01 	 5.76062e+00
1.475e+01 	 5.67436e+00
1.500e+01 	 5.51544e+00
1.525e+01 	 5.43787e+00
1.550e+01 	 5.31093e+00
1.575e+01 	 5.12732e+00
1.600e+01 	 5.03183e+00
1.625e+01 	 5.01465e+00
1.650e+01 	 4.60958e+00
1.675e+01 	 5.41853e+00
1.700e+01 	 3.36918e+00
1.725e+01 	 2.21462e+01
1.750e+01 	 3.87708e+01
1.775e+01 	 7.37418e+00
1.800e+01 	 4.05509e+00
1.825e+01 	 3.84511e+00
1.850e+01 	 3.81286e+00
1.875e+01 	 3.60307e+00
1.900e+01 	 3.60335e+00
1.925e+01 	 3.55178e+00
1.950e+01 	 8.60320e+00
1.975e+01 	 7.93292e+00
2.000e+01 	 3.57665e+00
2.025e+01 	 3.03212e+00
2.050e+01 	 2.53112e+00
2.075e+01 	 2.60012e+00
2.100e+01 	 2.50735e+00
2.125e+01 	 2.36370e+00
2.150e+01 	 2.30120e+00
2.175e+01 	 2.23698e+00
2.200e+01 	 2.13522e+00
2.225e+01 	 2.05619e+00
2.250e+01 	 1.96905e+00
2.275e+01 	 1.90030e+00
2.300e+01 	 1.80305e+00
2.325e+01 	 1.71262e+00
2.350e+01 	 1.64801e+00
2.375e+01 	 1.53163e+00
2.400e+01 	 1.53641e+00
2.425e+01 	 1.37161e+00
2.450e+01 	 1.34699e+00
2.475e+01 	 1.23185e+00
2.500e+01 	 1.16314e+00
2.525e+01 	 1.07309e+00
2.550e+01 	 9.84316e-01
2.575e+01 	 9.09087e-01
2.600e+01 	 8.07402e-01
2.625e+01 	 7.62564e-01
2.650e+01 	 6.36654e-01
2.675e+01 	 5.88692e-01
2.700e+01 	 4.55244e-01
2.725e+01 	 4.09832e-01
2.750e+01 	 2.95299e-01
2.775e+01 	 1.98666e-01
2.800e+01 	 7.26294e-02
2.825e+01 	 1.26529e-02
2.850e+01 	 1.37843e-02
2.875e+01 	 1.26285e-02
2.900e+01 	 9.19784e-03
2.925e+01 	 1.20054e-02
2.950e+01 	 7.51623e-03
2.975e+01 	 9.24567e-03
3.000e+01 	 1.01686e-02
3.025e+01 	 8.23409e-03
3.050e+01 	 7.07482e-03
